customer_id,gender,age,city,registration_date,referral_source,device_type,kyc_completed
1697,Male,38,Kolkata,2024-12-19,Organic,Android,1
1698,Male,19,Bangalore,2024-10-20,Referral,Android,1
1699,Male,57,Delhi,2024-12-16,Organic,Android,1
1700,Female,35,Ahmedabad,2025-01-17,Organic,iOS,1
1701,Male,40,Ahmedabad,2025-03-03,Ad,Android,0
1702,Female,30,Ahmedabad,2024-12-19,Referral,iOS,1
1703,Male,58,Bangalore,2025-03-27,Organic,iOS,0
1704,Male,26,Kolkata,2025-01-08,Organic,Android,1
1705,Male,24,Mumbai,2025-02-17,Referral,iOS,1
1706,Female,58,Kolkata,2024-10-25,Organic,Android,1
1707,Male,18,Ahmedabad,2024-12-05,Organic,iOS,1
1708,Female,19,Hyderabad,2024-10-07,Organic,Android,1
1709,Female,21,Hyderabad,2024-12-30,Referral,iOS,1
1710,Female,31,Delhi,2025-03-10,Organic,iOS,1
1711,Male,49,Pune,2024-12-11,Ad,iOS,1
1712,Male,53,Mumbai,2025-03-05,Referral,Android,1
1713,Male,19,Kolkata,2025-01-29,Ad,Android,1
1714,Male,57,Delhi,2024-12-11,Ad,iOS,0
1715,Female,31,Pune,2024-11-02,Ad,Android,0
1716,Female,37,Delhi,2024-12-20,Organic,iOS,0
1717,Female,42,Delhi,2024-11-18,Organic,Android,1
1718,Male,59,Bangalore,2025-03-12,Ad,Android,1
1719,Female,25,Chennai,2024-12-21,Ad,iOS,0
1720,Male,45,Mumbai,2025-01-12,Referral,Android,1
1721,Female,38,Bangalore,2025-01-05,Ad,Android,0
1722,Male,40,Pune,2025-02-04,Organic,iOS,1
1723,Male,49,Chennai,2025-01-06,Ad,iOS,0
1724,Female,25,Delhi,2025-02-17,Ad,Android,1
1725,Female,48,Hyderabad,2025-03-13,Referral,iOS,1
1726,Female,54,Kolkata,2024-11-22,Ad,Android,1
1727,Female,33,Bangalore,2024-10-21,Referral,Android,1
1728,Male,57,Ahmedabad,2025-03-03,Referral,Android,0
1729,Female,59,Mumbai,2024-11-17,Ad,Android,1
1730,Female,44,Mumbai,2024-11-22,Ad,Android,1
1731,Female,57,Chennai,2025-02-11,Organic,iOS,1
1732,Male,58,Bangalore,2025-01-02,Organic,iOS,1
1733,Male,35,Delhi,2025-01-02,Referral,Android,0
1734,Female,52,Ahmedabad,2024-10-18,Referral,Android,1
1735,Male,32,Chennai,2025-02-23,Organic,iOS,1
1736,Female,44,Pune,2025-01-31,Referral,iOS,1
1737,Male,34,Mumbai,2025-03-06,Organic,iOS,1
1738,Male,57,Ahmedabad,2025-02-23,Referral,Android,0
1739,Male,19,Pune,2025-01-26,Organic,iOS,1
1740,Male,48,Ahmedabad,2025-02-10,Organic,iOS,1
1741,Female,54,Bangalore,2025-02-16,Referral,Android,1
1742,Female,58,Hyderabad,2024-10-29,Referral,iOS,1
1743,Female,58,Ahmedabad,2025-02-21,Referral,iOS,1
1744,Male,51,Ahmedabad,2024-10-16,Ad,iOS,1
1745,Female,51,Pune,2025-03-13,Ad,Android,1
1746,Female,20,Kolkata,2025-02-15,Referral,Android,1
1747,Female,34,Delhi,2024-10-23,Referral,Android,1
1748,Male,31,Kolkata,2024-11-26,Referral,iOS,0
1749,Male,31,Mumbai,2024-12-04,Referral,iOS,1
1750,Male,55,Kolkata,2024-11-08,Organic,iOS,1
1751,Female,52,Bangalore,2024-11-04,Ad,Android,1
1752,Female,18,Ahmedabad,2024-12-08,Referral,Android,1
1753,Female,46,Hyderabad,2024-10-09,Ad,iOS,1
1754,Male,21,Mumbai,2024-11-08,Ad,iOS,1
1755,Male,50,Hyderabad,2024-10-19,Organic,iOS,0
1756,Female,34,Mumbai,2024-10-21,Referral,Android,1
1757,Male,45,Chennai,2024-10-24,Ad,iOS,1
1758,Male,43,Kolkata,2025-01-09,Organic,iOS,1
1759,Male,25,Chennai,2024-10-23,Referral,iOS,1
1760,Male,51,Chennai,2025-01-11,Referral,Android,1
1761,Female,35,Bangalore,2025-02-22,Ad,iOS,1
1762,Male,48,Ahmedabad,2024-12-10,Organic,Android,0
1763,Male,44,Chennai,2025-03-15,Organic,Android,1
1764,Male,33,Bangalore,2024-12-02,Organic,iOS,1
1765,Male,27,Delhi,2024-12-09,Organic,Android,0
1766,Female,57,Chennai,2024-10-22,Referral,Android,1
1767,Female,29,Bangalore,2025-01-14,Ad,iOS,1
1768,Male,39,Ahmedabad,2025-01-21,Ad,Android,1
1769,Male,33,Mumbai,2024-11-01,Organic,iOS,1
1770,Male,29,Bangalore,2025-03-18,Organic,iOS,1
1771,Male,28,Pune,2025-01-01,Organic,iOS,0
1772,Male,37,Bangalore,2024-11-23,Ad,iOS,1
1773,Male,18,Kolkata,2025-03-14,Referral,Android,1
1774,Female,44,Pune,2025-01-12,Referral,Android,1
1775,Male,20,Mumbai,2024-12-04,Organic,Android,1
1776,Female,29,Ahmedabad,2024-12-07,Referral,iOS,0
1777,Female,47,Kolkata,2025-03-23,Referral,iOS,1
1778,Male,26,Bangalore,2025-03-18,Ad,Android,1
1779,Female,54,Kolkata,2024-12-28,Organic,iOS,0
1780,Female,18,Ahmedabad,2025-01-18,Referral,iOS,0
1781,Female,59,Mumbai,2025-03-13,Organic,Android,1
1782,Female,21,Kolkata,2024-10-18,Organic,Android,1
1783,Female,32,Pune,2025-03-09,Referral,iOS,1
1784,Female,44,Hyderabad,2024-10-26,Ad,iOS,1
1785,Male,25,Chennai,2024-10-31,Referral,iOS,0
1786,Female,40,Pune,2024-11-23,Ad,Android,1
1787,Female,32,Ahmedabad,2024-12-24,Referral,iOS,1
1788,Female,44,Delhi,2024-12-04,Organic,Android,0
1789,Male,48,Bangalore,2024-11-04,Ad,Android,1
1790,Female,56,Kolkata,2024-11-11,Ad,Android,1
1791,Male,25,Mumbai,2025-03-22,Organic,iOS,1
1792,Female,47,Chennai,2024-12-07,Referral,Android,1
1793,Male,59,Ahmedabad,2024-11-06,Ad,Android,1
1794,Male,35,Kolkata,2024-10-17,Referral,Android,1
1795,Female,21,Bangalore,2025-02-12,Referral,iOS,1
1796,Female,39,Chennai,2025-01-09,Referral,Android,1
1797,Male,20,Hyderabad,2024-10-29,Organic,iOS,1
1798,Female,32,Bangalore,2024-12-01,Referral,iOS,1
1799,Male,52,Kolkata,2024-11-24,Organic,iOS,1
1800,Male,55,Mumbai,2025-02-22,Ad,Android,0
1801,Male,50,Hyderabad,2025-03-17,Referral,Android,1
1802,Male,31,Bangalore,2024-12-07,Ad,iOS,1
1803,Male,18,Chennai,2025-03-06,Referral,Android,1
1804,Female,43,Kolkata,2025-01-04,Ad,iOS,1
1805,Male,25,Hyderabad,2025-03-11,Organic,iOS,0
1806,Male,33,Mumbai,2024-11-23,Ad,iOS,1
1807,Female,55,Bangalore,2024-10-18,Ad,iOS,1
1808,Male,27,Chennai,2025-02-16,Referral,Android,1
1809,Female,59,Kolkata,2025-03-22,Referral,Android,1
1810,Female,54,Chennai,2025-01-28,Referral,Android,1
1811,Female,43,Ahmedabad,2024-12-10,Referral,Android,1
1812,Male,45,Pune,2024-12-10,Organic,iOS,1
1813,Male,29,Hyderabad,2024-11-18,Ad,iOS,0
1814,Male,37,Kolkata,2024-11-19,Ad,Android,1
1815,Female,31,Bangalore,2024-10-27,Organic,iOS,1
1816,Male,52,Pune,2025-02-20,Ad,Android,1
1817,Female,46,Chennai,2024-12-29,Referral,iOS,1
1818,Male,29,Hyderabad,2024-12-27,Referral,iOS,1
1819,Female,35,Delhi,2025-01-19,Referral,Android,1
1820,Male,19,Kolkata,2024-12-23,Ad,iOS,1
1821,Male,19,Chennai,2024-12-18,Organic,iOS,1
1822,Male,34,Hyderabad,2025-01-05,Organic,Android,1
1823,Female,27,Delhi,2024-10-10,Ad,Android,1
1824,Female,35,Kolkata,2024-10-30,Organic,Android,1
1825,Male,39,Hyderabad,2025-03-19,Organic,iOS,0
1826,Male,36,Chennai,2024-10-22,Referral,iOS,0
1827,Female,18,Delhi,2024-10-18,Ad,iOS,1
1828,Female,41,Ahmedabad,2025-01-06,Organic,Android,0
1829,Female,53,Kolkata,2025-03-16,Ad,iOS,0
1830,Male,42,Hyderabad,2025-01-07,Referral,Android,1
1831,Female,53,Bangalore,2025-03-08,Referral,iOS,1
1832,Male,48,Delhi,2024-11-10,Organic,iOS,1
1833,Female,48,Hyderabad,2024-10-10,Ad,iOS,1
1834,Male,19,Bangalore,2024-12-24,Ad,Android,1
1835,Female,36,Ahmedabad,2025-01-19,Referral,iOS,1
1836,Female,29,Delhi,2025-01-27,Referral,iOS,1
1837,Female,27,Hyderabad,2024-10-15,Referral,Android,1
1838,Female,48,Chennai,2024-10-29,Organic,iOS,1
1839,Female,39,Delhi,2025-02-22,Ad,iOS,0
1840,Male,40,Delhi,2025-01-06,Organic,iOS,1
1841,Female,40,Kolkata,2025-03-12,Ad,Android,1
1842,Female,32,Bangalore,2024-11-03,Referral,iOS,1
1843,Female,43,Pune,2024-10-14,Organic,iOS,1
1844,Male,20,Kolkata,2025-02-24,Organic,Android,1
1845,Female,40,Pune,2025-01-02,Organic,Android,1
1846,Male,37,Hyderabad,2025-01-12,Referral,iOS,1
1847,Female,57,Chennai,2024-10-16,Organic,Android,1
1848,Female,56,Bangalore,2024-10-05,Organic,iOS,1
1849,Male,25,Delhi,2024-10-14,Referral,Android,1
1850,Female,35,Pune,2024-12-22,Ad,iOS,1
1851,Male,58,Bangalore,2025-02-27,Organic,Android,1
1852,Male,23,Bangalore,2024-10-31,Referral,Android,1
1853,Female,44,Kolkata,2025-03-11,Organic,iOS,1
1854,Male,53,Bangalore,2025-01-12,Organic,Android,1
1855,Female,32,Delhi,2024-11-09,Ad,Android,1
1856,Female,54,Kolkata,2024-12-26,Referral,Android,1
1857,Male,22,Mumbai,2024-10-19,Ad,Android,1
1858,Male,56,Bangalore,2025-01-07,Ad,iOS,0
1859,Male,26,Mumbai,2025-02-28,Referral,iOS,1
1860,Male,24,Pune,2024-10-12,Ad,iOS,0
1861,Female,58,Chennai,2024-10-04,Organic,iOS,1
1862,Female,37,Kolkata,2024-10-08,Referral,Android,1
1863,Male,27,Pune,2024-11-18,Referral,Android,0
1864,Female,43,Kolkata,2025-03-09,Organic,iOS,0
1865,Female,21,Chennai,2024-10-18,Organic,Android,1
1866,Female,55,Chennai,2024-10-12,Organic,Android,1
1867,Female,41,Kolkata,2024-12-14,Ad,Android,1
1868,Male,31,Pune,2024-11-22,Ad,Android,0
1869,Male,58,Hyderabad,2024-12-30,Ad,iOS,1
1870,Female,18,Ahmedabad,2025-03-28,Ad,Android,0
1871,Male,34,Delhi,2024-12-30,Ad,iOS,0
1872,Male,41,Mumbai,2025-01-12,Ad,Android,1
1873,Male,44,Hyderabad,2025-02-14,Referral,iOS,1
1874,Female,24,Mumbai,2025-02-06,Referral,iOS,1
1875,Female,26,Kolkata,2025-01-04,Referral,iOS,0
1876,Female,52,Delhi,2024-11-28,Referral,iOS,0
1877,Male,29,Kolkata,2025-02-11,Referral,iOS,1
1878,Female,38,Bangalore,2025-02-03,Referral,Android,1
1879,Female,20,Kolkata,2025-02-25,Ad,Android,0
1880,Male,32,Pune,2025-02-21,Referral,Android,1
1881,Female,38,Hyderabad,2025-03-13,Organic,iOS,1
1882,Female,27,Kolkata,2025-01-16,Referral,Android,1
1883,Male,50,Delhi,2025-03-07,Organic,iOS,0
1884,Male,23,Pune,2024-11-23,Organic,iOS,1
1885,Male,19,Hyderabad,2024-11-14,Referral,iOS,1
1886,Female,46,Kolkata,2024-11-18,Ad,iOS,1
1887,Female,57,Chennai,2025-03-23,Ad,iOS,0
1888,Female,50,Kolkata,2024-10-14,Organic,iOS,0
1889,Male,21,Ahmedabad,2025-01-05,Ad,iOS,1
1890,Male,21,Hyderabad,2024-10-25,Organic,Android,0
1891,Female,46,Bangalore,2025-02-27,Ad,iOS,0
1892,Female,54,Bangalore,2024-10-31,Ad,iOS,0
1893,Male,37,Mumbai,2024-12-26,Ad,Android,1
1894,Male,58,Ahmedabad,2025-02-21,Ad,Android,1
1895,Male,40,Hyderabad,2025-02-19,Referral,Android,0
1896,Male,35,Kolkata,2025-02-14,Referral,Android,1
1897,Female,42,Chennai,2024-10-06,Referral,iOS,1
1898,Male,18,Kolkata,2024-10-24,Organic,Android,1
1899,Female,32,Bangalore,2025-02-18,Referral,Android,1
1900,Female,51,Ahmedabad,2024-12-10,Referral,iOS,1
1901,Female,37,Mumbai,2025-03-21,Referral,Android,1
1902,Male,54,Kolkata,2024-12-17,Ad,Android,1
1903,Male,44,Chennai,2024-12-29,Ad,iOS,0
1904,Male,39,Chennai,2024-10-10,Ad,iOS,1
1905,Male,22,Kolkata,2025-01-31,Ad,Android,1
1906,Female,51,Chennai,2024-12-09,Ad,iOS,1
1907,Male,56,Delhi,2024-10-27,Referral,iOS,0
1908,Male,20,Bangalore,2025-01-19,Referral,iOS,1
1909,Female,34,Delhi,2024-12-08,Ad,Android,1
1910,Male,41,Delhi,2025-02-01,Ad,Android,0
1911,Female,41,Bangalore,2024-11-16,Referral,iOS,1
1912,Female,20,Hyderabad,2025-01-30,Referral,iOS,1
1913,Female,24,Pune,2025-01-12,Ad,iOS,0
1914,Female,42,Mumbai,2024-12-02,Organic,Android,1
1915,Female,20,Ahmedabad,2025-02-11,Ad,Android,1
1916,Female,32,Kolkata,2024-12-28,Referral,Android,0
1917,Female,46,Ahmedabad,2024-10-10,Organic,Android,1
1918,Female,46,Pune,2024-11-06,Ad,Android,1
1919,Male,27,Pune,2024-12-10,Referral,Android,1
1920,Male,49,Pune,2024-12-04,Referral,iOS,1
1921,Male,40,Pune,2025-01-19,Referral,Android,1
1922,Male,56,Bangalore,2024-12-25,Ad,Android,1
1923,Female,26,Pune,2024-11-24,Ad,Android,1
1924,Male,54,Mumbai,2024-11-17,Organic,iOS,0
1925,Female,57,Kolkata,2024-12-15,Referral,iOS,1
1926,Male,31,Hyderabad,2025-02-19,Referral,iOS,1
1927,Male,21,Bangalore,2025-02-09,Organic,iOS,1
1928,Male,37,Pune,2024-10-29,Ad,iOS,1
1929,Female,45,Chennai,2025-02-25,Referral,iOS,1
1930,Male,31,Kolkata,2025-01-27,Organic,iOS,0
1931,Female,51,Bangalore,2025-03-19,Referral,iOS,1
1932,Female,30,Hyderabad,2024-10-19,Ad,Android,1
1933,Male,48,Pune,2024-11-29,Ad,Android,1
1934,Male,50,Delhi,2024-12-27,Organic,Android,1
1935,Male,56,Bangalore,2024-11-11,Organic,Android,1
1936,Female,45,Kolkata,2025-03-06,Referral,iOS,1
1937,Male,42,Kolkata,2024-11-20,Ad,Android,1
1938,Female,49,Chennai,2025-03-01,Ad,Android,1
1939,Female,26,Kolkata,2025-01-19,Organic,Android,1
1940,Male,45,Bangalore,2025-03-11,Organic,Android,1
1941,Male,48,Delhi,2025-02-19,Referral,Android,0
1942,Female,34,Bangalore,2025-01-22,Ad,iOS,1
1943,Female,40,Chennai,2024-12-07,Referral,Android,0
1944,Female,30,Hyderabad,2024-11-21,Referral,iOS,1
1945,Male,27,Chennai,2025-02-23,Organic,iOS,0
1946,Female,33,Hyderabad,2024-12-11,Ad,iOS,1
1947,Male,23,Chennai,2025-03-09,Organic,Android,1
1948,Female,28,Mumbai,2025-02-04,Referral,iOS,1
1949,Female,20,Bangalore,2024-12-07,Referral,Android,0
1950,Male,45,Ahmedabad,2025-01-02,Ad,Android,1
1951,Female,58,Kolkata,2025-03-26,Ad,Android,1
1952,Male,32,Bangalore,2024-12-16,Ad,iOS,1
1953,Male,30,Delhi,2025-03-19,Ad,Android,0
1954,Female,59,Mumbai,2024-12-21,Organic,Android,1
1955,Male,34,Delhi,2024-11-24,Organic,iOS,1
1956,Male,24,Bangalore,2024-12-27,Organic,iOS,1
1957,Female,45,Delhi,2025-01-31,Organic,Android,1
1958,Male,55,Hyderabad,2024-12-24,Referral,iOS,1
1959,Male,30,Mumbai,2025-03-12,Organic,iOS,1
1960,Male,34,Kolkata,2024-12-27,Organic,iOS,0
1961,Female,32,Chennai,2025-02-03,Ad,Android,1
1962,Male,53,Hyderabad,2025-03-25,Referral,iOS,1
1963,Female,45,Pune,2025-01-10,Organic,Android,1
1964,Female,32,Chennai,2025-03-07,Referral,Android,1
1965,Male,28,Delhi,2024-10-17,Referral,Android,1
1966,Male,48,Bangalore,2025-01-06,Referral,Android,1
1967,Male,21,Hyderabad,2025-02-23,Referral,Android,1
1968,Female,52,Mumbai,2025-02-25,Ad,iOS,1
1969,Male,51,Chennai,2025-03-23,Ad,Android,1
1970,Male,44,Pune,2025-01-18,Referral,Android,1
1971,Male,27,Hyderabad,2024-12-02,Referral,Android,1
1972,Male,47,Kolkata,2024-10-05,Referral,iOS,1
1973,Male,37,Kolkata,2025-02-25,Ad,Android,1
1974,Female,46,Bangalore,2024-10-03,Ad,iOS,1
1975,Female,46,Mumbai,2024-12-02,Referral,iOS,1
1976,Male,40,Mumbai,2024-12-08,Referral,iOS,1
1977,Male,38,Chennai,2024-10-26,Referral,Android,1
1978,Male,27,Hyderabad,2025-03-31,Referral,Android,0
1979,Male,58,Hyderabad,2025-03-12,Ad,Android,1
1980,Female,29,Ahmedabad,2025-03-28,Organic,iOS,1
1981,Male,47,Mumbai,2025-01-26,Organic,Android,1
1982,Female,50,Kolkata,2025-02-05,Ad,Android,1
1983,Female,35,Ahmedabad,2025-02-22,Ad,iOS,1
1984,Male,31,Delhi,2024-11-12,Organic,Android,1
1985,Female,39,Mumbai,2024-10-28,Organic,iOS,1
1986,Female,38,Bangalore,2024-11-17,Organic,Android,1
1987,Female,18,Hyderabad,2024-12-14,Referral,Android,1
1988,Female,32,Kolkata,2025-03-04,Organic,iOS,1
1989,Male,53,Chennai,2025-01-18,Organic,iOS,1
1990,Male,39,Ahmedabad,2025-01-31,Referral,Android,1
1991,Female,49,Hyderabad,2025-01-14,Referral,Android,1
1992,Male,50,Kolkata,2025-03-01,Ad,Android,0
1993,Male,58,Mumbai,2025-03-20,Referral,iOS,1
1994,Male,56,Bangalore,2025-01-30,Organic,Android,0
1995,Male,40,Delhi,2024-12-15,Referral,Android,1
1996,Male,19,Kolkata,2024-10-20,Ad,iOS,0
1997,Female,19,Kolkata,2024-10-24,Organic,Android,1
1998,Male,55,Hyderabad,2024-12-05,Ad,Android,1
1999,Male,46,Mumbai,2025-03-16,Ad,Android,1
2000,Male,20,Pune,2025-03-04,Ad,iOS,1
2001,Male,56,Mumbai,2024-11-25,Referral,Android,1
2002,Female,24,Mumbai,2024-10-31,Referral,iOS,1
2003,Female,53,Bangalore,2024-11-15,Ad,Android,0
2004,Female,46,Ahmedabad,2025-03-28,Ad,iOS,1
2005,Female,54,Ahmedabad,2024-10-22,Ad,iOS,1
2006,Male,53,Mumbai,2024-11-21,Ad,iOS,0
2007,Female,40,Kolkata,2024-11-05,Referral,iOS,1
2008,Male,33,Mumbai,2025-01-30,Referral,iOS,1
2009,Male,48,Mumbai,2025-02-24,Ad,iOS,1
2010,Male,51,Ahmedabad,2025-01-17,Referral,Android,1
2011,Male,18,Hyderabad,2024-12-13,Organic,iOS,1
2012,Male,35,Mumbai,2025-04-01,Referral,Android,1
2013,Female,57,Bangalore,2024-10-26,Ad,Android,1
2014,Female,32,Pune,2025-01-01,Referral,iOS,1
2015,Female,34,Hyderabad,2025-01-30,Organic,Android,1
2016,Female,27,Ahmedabad,2024-11-06,Organic,Android,1
2017,Male,37,Kolkata,2024-12-16,Referral,Android,1
2018,Female,23,Pune,2025-02-13,Organic,iOS,1
2019,Male,25,Mumbai,2024-10-13,Organic,Android,1
2020,Female,51,Delhi,2024-10-12,Referral,Android,0
2021,Male,49,Pune,2025-03-11,Referral,Android,1
2022,Male,59,Bangalore,2024-11-18,Referral,iOS,1
2023,Female,21,Ahmedabad,2024-12-30,Ad,iOS,1
2024,Male,56,Delhi,2025-03-15,Ad,Android,1
2025,Male,37,Bangalore,2024-11-18,Organic,Android,1
2026,Female,41,Kolkata,2024-11-13,Organic,iOS,1
2027,Male,41,Delhi,2024-11-23,Referral,Android,0
2028,Female,43,Mumbai,2024-11-23,Organic,Android,1
2029,Female,42,Delhi,2024-11-11,Referral,iOS,1
2030,Female,53,Kolkata,2025-03-27,Ad,Android,1
2031,Male,24,Pune,2024-12-23,Referral,Android,1
2032,Male,27,Ahmedabad,2024-12-02,Organic,Android,1
2033,Male,29,Delhi,2025-03-21,Referral,iOS,1
2034,Female,18,Bangalore,2024-10-21,Referral,iOS,1
2035,Male,42,Mumbai,2024-12-23,Referral,iOS,0
2036,Female,33,Bangalore,2024-12-27,Organic,iOS,1
2037,Female,22,Mumbai,2025-01-27,Referral,Android,1
2038,Male,36,Pune,2025-03-28,Referral,iOS,0
2039,Female,21,Chennai,2024-12-31,Organic,iOS,1
2040,Male,23,Hyderabad,2025-03-15,Ad,iOS,1
2041,Male,43,Pune,2025-01-03,Ad,Android,1
2042,Male,56,Kolkata,2025-01-30,Organic,Android,1
2043,Male,56,Pune,2024-10-15,Ad,iOS,1
2044,Male,26,Hyderabad,2024-10-23,Referral,Android,1
2045,Female,31,Bangalore,2025-03-06,Organic,iOS,0
2046,Female,26,Pune,2024-11-04,Referral,Android,1
2047,Female,32,Mumbai,2025-01-06,Referral,iOS,1
2048,Male,54,Delhi,2025-02-26,Organic,Android,1
2049,Male,37,Ahmedabad,2025-03-21,Referral,iOS,1
2050,Male,25,Pune,2025-01-01,Organic,Android,1
2051,Female,49,Hyderabad,2024-11-13,Referral,Android,0
2052,Male,38,Pune,2025-01-05,Ad,iOS,1
2053,Female,58,Bangalore,2024-10-19,Referral,iOS,1
2054,Female,36,Ahmedabad,2025-02-16,Referral,Android,1
2055,Male,46,Bangalore,2024-10-08,Organic,Android,1
2056,Male,48,Ahmedabad,2024-12-04,Ad,iOS,1
2057,Female,23,Bangalore,2024-10-05,Referral,iOS,1
2058,Male,21,Mumbai,2024-11-30,Referral,Android,0
2059,Female,46,Kolkata,2024-10-22,Ad,Android,1
2060,Male,59,Kolkata,2025-02-14,Ad,iOS,1
2061,Male,20,Pune,2025-02-26,Ad,iOS,1
2062,Female,18,Ahmedabad,2025-03-16,Ad,Android,0
2063,Male,32,Bangalore,2024-12-05,Ad,Android,0
2064,Female,38,Chennai,2025-03-23,Referral,Android,0
2065,Male,48,Delhi,2025-01-16,Ad,iOS,1
2066,Female,24,Kolkata,2025-02-09,Ad,Android,1
2067,Female,34,Bangalore,2025-03-21,Referral,iOS,1
2068,Male,36,Kolkata,2025-02-09,Organic,Android,1
2069,Female,56,Ahmedabad,2025-03-22,Referral,Android,1
2070,Male,20,Mumbai,2025-01-11,Organic,iOS,1
2071,Male,47,Delhi,2025-01-12,Ad,iOS,1
2072,Male,52,Delhi,2024-11-21,Organic,iOS,1
2073,Female,46,Hyderabad,2024-12-21,Referral,Android,1
2074,Female,31,Bangalore,2024-11-13,Organic,Android,1
2075,Male,52,Bangalore,2024-12-01,Organic,iOS,1
2076,Male,45,Pune,2025-01-27,Organic,Android,1
2077,Female,47,Mumbai,2025-03-23,Ad,iOS,1
2078,Male,43,Chennai,2024-10-18,Referral,Android,1
2079,Male,24,Pune,2025-02-12,Organic,Android,1
2080,Female,56,Chennai,2025-01-18,Ad,iOS,1
2081,Male,48,Hyderabad,2024-12-31,Referral,iOS,1
2082,Female,22,Kolkata,2025-03-20,Referral,iOS,1
2083,Male,52,Kolkata,2024-10-16,Referral,Android,0
2084,Female,31,Chennai,2025-01-07,Referral,Android,1
2085,Male,53,Kolkata,2025-01-22,Ad,Android,1
2086,Male,44,Ahmedabad,2025-03-01,Referral,Android,1
2087,Female,41,Mumbai,2024-12-28,Organic,iOS,1
2088,Male,57,Ahmedabad,2024-12-11,Referral,iOS,1
2089,Female,46,Kolkata,2024-12-20,Referral,Android,1
2090,Male,39,Hyderabad,2024-12-10,Ad,iOS,1
2091,Female,25,Bangalore,2024-12-24,Organic,Android,1
2092,Female,32,Chennai,2025-01-05,Organic,iOS,1
2093,Female,22,Mumbai,2025-02-13,Ad,iOS,1
2094,Female,21,Mumbai,2024-11-25,Ad,Android,0
2095,Male,28,Bangalore,2024-10-06,Organic,Android,1
2096,Male,35,Kolkata,2024-11-25,Organic,iOS,0
2097,Female,59,Mumbai,2024-12-28,Referral,Android,1
2098,Female,47,Hyderabad,2024-11-20,Ad,iOS,1
2099,Female,32,Hyderabad,2025-01-23,Organic,Android,1
2100,Male,23,Ahmedabad,2025-03-11,Organic,iOS,1
2101,Male,33,Pune,2024-12-14,Ad,Android,1
2102,Male,57,Delhi,2025-03-12,Ad,iOS,1
2103,Male,26,Bangalore,2024-12-12,Organic,Android,1
2104,Female,51,Kolkata,2024-10-29,Ad,iOS,0
2105,Female,44,Mumbai,2025-02-14,Organic,iOS,1
2106,Female,30,Chennai,2024-11-13,Organic,Android,1
2107,Male,53,Pune,2025-01-16,Referral,iOS,0
2108,Male,44,Ahmedabad,2025-01-09,Referral,Android,1
2109,Male,26,Hyderabad,2025-03-06,Ad,Android,1
2110,Female,22,Bangalore,2025-03-12,Ad,iOS,1
2111,Female,39,Kolkata,2025-01-08,Organic,Android,1
2112,Male,48,Bangalore,2024-10-14,Referral,Android,0
2113,Female,20,Kolkata,2025-01-16,Ad,Android,1
2114,Male,47,Hyderabad,2025-01-13,Organic,Android,0
2115,Male,38,Ahmedabad,2024-12-08,Referral,Android,1
2116,Female,52,Delhi,2024-10-29,Organic,iOS,0
2117,Male,23,Bangalore,2024-12-13,Referral,Android,1
2118,Female,45,Mumbai,2025-02-18,Organic,Android,0
2119,Male,49,Chennai,2024-10-07,Referral,iOS,1
2120,Female,59,Chennai,2024-12-09,Organic,Android,0
2121,Female,54,Hyderabad,2025-01-02,Organic,Android,1
2122,Female,42,Bangalore,2024-12-08,Ad,iOS,0
2123,Male,49,Chennai,2025-03-22,Referral,iOS,1
2124,Male,52,Bangalore,2025-01-01,Referral,iOS,1
2125,Female,39,Hyderabad,2024-10-26,Ad,Android,0
2126,Female,41,Delhi,2024-12-11,Ad,Android,1
2127,Male,56,Chennai,2025-01-21,Organic,iOS,1
2128,Male,47,Mumbai,2024-10-20,Referral,iOS,1
2129,Male,49,Ahmedabad,2025-03-18,Organic,iOS,1
2130,Female,48,Pune,2025-03-13,Organic,Android,1
2131,Male,40,Hyderabad,2024-10-12,Organic,iOS,1
2132,Male,57,Pune,2024-10-20,Ad,Android,1
2133,Female,50,Ahmedabad,2024-12-19,Referral,iOS,0
2134,Male,42,Ahmedabad,2024-12-29,Ad,Android,1
2135,Male,53,Delhi,2024-11-21,Ad,iOS,1
2136,Male,41,Mumbai,2024-10-10,Referral,iOS,0
2137,Female,48,Pune,2025-02-20,Referral,iOS,1
2138,Female,56,Mumbai,2025-03-25,Ad,iOS,1
2139,Female,30,Chennai,2025-02-24,Ad,Android,1
2140,Female,27,Bangalore,2024-10-28,Ad,iOS,1
2141,Female,40,Hyderabad,2024-10-10,Referral,iOS,1
2142,Female,35,Mumbai,2024-12-10,Referral,iOS,1
2143,Female,49,Ahmedabad,2025-03-24,Organic,Android,1
2144,Male,50,Chennai,2025-02-28,Referral,iOS,1
2145,Male,53,Ahmedabad,2025-03-15,Ad,iOS,1
2146,Female,45,Delhi,2025-01-31,Referral,iOS,1
2147,Male,33,Kolkata,2024-10-18,Referral,Android,1
2148,Male,33,Mumbai,2024-12-29,Referral,Android,1
2149,Female,35,Delhi,2024-12-30,Ad,Android,1
2150,Male,25,Hyderabad,2024-12-24,Organic,Android,1
2151,Male,59,Chennai,2024-11-07,Organic,Android,1
2152,Male,33,Delhi,2025-03-24,Ad,Android,1
2153,Male,28,Bangalore,2024-10-29,Ad,iOS,1
2154,Male,23,Pune,2025-02-21,Organic,Android,1
2155,Female,18,Delhi,2024-10-10,Ad,iOS,1
