ticket_id,customer_id,ticket_date,issue_type,resolution_days,satisfaction_score
1725,17902,2025-07-30,KYC Issue,6,3
1726,11413,2025-10-26,KYC Issue,3,1
1727,11413,2025-07-24,Payment Failed,3,3
1728,13291,2025-10-29,Payment Failed,4,3
1729,13291,2025-09-07,Refund Delay,2,5
1730,12807,2025-08-31,KYC Issue,4,2
1731,819,2025-09-12,Account Blocked,1,5
1732,819,2025-07-05,Payment Failed,6,5
1733,9568,2025-06-15,Refund Delay,2,2
1734,9568,2025-05-31,Refund Delay,5,3
1735,5216,2025-08-03,KYC Issue,4,4
1736,19574,2025-06-20,Payment Failed,4,3
1737,4459,2025-07-17,Account Blocked,4,1
1738,9229,2025-08-03,Payment Failed,4,2
1739,9229,2025-08-30,Account Blocked,2,2
1740,7566,2025-04-14,KYC Issue,6,2
1741,7566,2025-06-22,Refund Delay,1,4
1742,16493,2025-04-20,Refund Delay,6,2
1743,16493,2025-06-23,Payment Failed,5,1
1744,4605,2025-08-24,KYC Issue,5,1
1745,794,2025-06-15,Payment Failed,4,1
1746,16736,2025-09-04,Account Blocked,2,4
1747,16736,2025-10-17,Refund Delay,1,1
1748,12765,2025-06-20,Payment Failed,7,1
1749,12765,2025-06-08,Payment Failed,2,3
1750,13823,2025-05-28,Account Blocked,2,5
1751,4735,2025-07-07,Refund Delay,2,4
1752,4725,2025-06-07,Account Blocked,5,2
1753,4725,2025-04-19,Refund Delay,2,3
1754,4690,2025-04-09,Payment Failed,2,4
1755,4690,2025-04-25,Refund Delay,6,5
1756,13335,2025-07-07,Account Blocked,7,4
1757,17707,2025-04-28,Account Blocked,1,5
1758,17579,2025-10-02,Refund Delay,2,5
1759,8757,2025-09-25,Refund Delay,4,5
1760,8757,2025-08-17,Refund Delay,3,2
1761,407,2025-06-01,Payment Failed,5,1
1762,3888,2025-08-09,Account Blocked,4,2
1763,3888,2025-09-20,KYC Issue,3,3
1764,2345,2025-04-01,Account Blocked,1,1
1765,19712,2025-10-17,Payment Failed,6,5
1766,19712,2025-10-07,Payment Failed,2,3
1767,19008,2025-07-29,Refund Delay,2,4
1768,15601,2025-09-26,KYC Issue,3,2
1769,19332,2025-05-06,Refund Delay,2,3
1770,19332,2025-05-20,Account Blocked,6,4
1771,3739,2025-05-26,Account Blocked,1,3
1772,3739,2025-08-10,Account Blocked,5,5
1773,3971,2025-07-13,Account Blocked,6,4
1774,2847,2025-04-17,KYC Issue,6,1
1775,2847,2025-06-28,Account Blocked,6,4
1776,8854,2025-09-21,Account Blocked,6,2
1777,17092,2025-07-16,Account Blocked,3,2
1778,7490,2025-05-29,Payment Failed,6,2
1779,7490,2025-09-11,Refund Delay,4,4
1780,12378,2025-04-21,Account Blocked,1,4
1781,12378,2025-08-19,KYC Issue,2,4
1782,16658,2025-06-07,KYC Issue,5,2
1783,16658,2025-05-22,KYC Issue,2,3
1784,3757,2025-10-04,Payment Failed,5,2
1785,3757,2025-06-26,Refund Delay,4,2
1786,16612,2025-05-31,Account Blocked,7,3
1787,16612,2025-04-10,Refund Delay,2,4
1788,7888,2025-07-12,Account Blocked,4,3
1789,2584,2025-07-14,Account Blocked,6,1
1790,1354,2025-10-13,Payment Failed,1,1
1791,1354,2025-05-03,Payment Failed,7,4
1792,5452,2025-09-10,Refund Delay,4,2
1793,4524,2025-06-01,Refund Delay,1,1
1794,4524,2025-06-29,Account Blocked,3,2
1795,15162,2025-05-24,Account Blocked,5,4
1796,15162,2025-04-26,Payment Failed,6,5
1797,14385,2025-09-14,Account Blocked,7,2
1798,15684,2025-05-05,KYC Issue,3,1
1799,15684,2025-10-15,Payment Failed,5,3
1800,14301,2025-09-30,Refund Delay,6,1
1801,16833,2025-09-22,KYC Issue,7,4
1802,16833,2025-10-09,Account Blocked,2,5
1803,8483,2025-10-22,Payment Failed,7,1
1804,4126,2025-07-13,KYC Issue,3,1
1805,4126,2025-08-06,Refund Delay,2,5
1806,11484,2025-05-29,Account Blocked,2,4
1807,12583,2025-04-08,Payment Failed,2,2
1808,12583,2025-10-18,Payment Failed,2,5
1809,16656,2025-06-11,Payment Failed,7,4
1810,16656,2025-10-07,Account Blocked,3,5
1811,16078,2025-07-22,Account Blocked,1,3
1812,16078,2025-07-19,Refund Delay,3,4
1813,19405,2025-06-07,Account Blocked,2,3
1814,140,2025-04-19,Account Blocked,5,5
1815,140,2025-08-18,Refund Delay,3,2
1816,18451,2025-04-17,Account Blocked,5,2
1817,18451,2025-06-12,Account Blocked,6,3
1818,15079,2025-07-23,KYC Issue,3,5
1819,11940,2025-07-19,Payment Failed,1,3
1820,11940,2025-06-30,Account Blocked,4,4
1821,9719,2025-05-24,Refund Delay,2,4
1822,9719,2025-06-07,Payment Failed,1,2
1823,15419,2025-09-09,Account Blocked,5,5
1824,15419,2025-10-31,Account Blocked,3,3
1825,11457,2025-07-17,KYC Issue,1,4
1826,470,2025-05-26,Account Blocked,7,1
1827,5806,2025-04-20,Account Blocked,5,3
1828,5806,2025-08-22,Payment Failed,5,1
1829,19523,2025-07-30,Refund Delay,1,3
1830,19523,2025-05-01,Refund Delay,4,4
1831,377,2025-06-11,Account Blocked,5,4
1832,377,2025-10-23,Account Blocked,4,3
1833,13522,2025-05-03,Account Blocked,3,2
1834,7558,2025-09-06,Refund Delay,3,2
1835,7558,2025-07-05,Payment Failed,5,5
1836,3872,2025-04-04,KYC Issue,5,5
1837,18913,2025-05-18,Refund Delay,7,5
1838,18913,2025-08-14,KYC Issue,7,5
1839,5097,2025-09-21,Refund Delay,5,2
1840,5097,2025-09-21,KYC Issue,5,5
1841,15000,2025-06-27,KYC Issue,4,2
1842,15000,2025-04-07,KYC Issue,3,2
1843,16627,2025-06-30,Payment Failed,3,1
1844,11683,2025-06-05,Account Blocked,5,4
1845,11683,2025-04-10,Payment Failed,4,1
1846,4808,2025-04-07,Account Blocked,2,3
1847,4808,2025-09-22,Account Blocked,3,2
1848,10767,2025-08-20,Payment Failed,7,3
1849,10767,2025-08-16,Payment Failed,7,5
1850,13736,2025-09-29,Account Blocked,2,3
1851,13736,2025-07-08,Payment Failed,3,4
1852,19909,2025-07-12,Refund Delay,4,5
1853,19909,2025-07-01,Refund Delay,6,5
1854,2286,2025-08-26,KYC Issue,1,4
1855,2286,2025-07-10,Refund Delay,4,4
1856,14724,2025-09-01,Refund Delay,7,1
1857,14724,2025-10-27,Refund Delay,1,4
1858,2893,2025-08-19,Account Blocked,3,4
1859,17428,2025-04-10,Payment Failed,4,2
1860,17428,2025-07-21,Refund Delay,4,5
1861,3483,2025-05-11,Payment Failed,1,1
1862,3483,2025-09-04,Payment Failed,1,3
1863,14974,2025-09-25,KYC Issue,3,5
1864,6736,2025-04-27,Payment Failed,2,3
1865,5245,2025-08-22,KYC Issue,1,1
1866,9948,2025-08-08,KYC Issue,6,1
1867,9948,2025-10-11,Payment Failed,7,3
1868,8594,2025-07-03,Payment Failed,6,4
1869,589,2025-06-11,Account Blocked,4,2
1870,589,2025-06-20,Payment Failed,2,4
1871,8429,2025-09-21,Payment Failed,5,3
1872,16138,2025-10-03,KYC Issue,5,3
1873,16138,2025-06-04,KYC Issue,6,3
1874,19165,2025-06-22,KYC Issue,1,4
1875,1590,2025-05-11,KYC Issue,3,5
1876,16754,2025-07-16,Payment Failed,4,3
1877,5840,2025-07-16,KYC Issue,3,1
1878,5840,2025-04-21,Payment Failed,3,5
1879,7505,2025-10-21,Refund Delay,5,4
1880,7505,2025-09-22,Account Blocked,6,3
1881,8216,2025-05-02,Account Blocked,4,4
1882,19594,2025-05-31,Refund Delay,7,3
1883,19594,2025-09-30,Payment Failed,6,3
1884,6943,2025-09-13,Refund Delay,3,5
1885,6943,2025-06-11,KYC Issue,4,5
1886,7400,2025-09-27,Account Blocked,5,5
1887,7400,2025-07-26,Account Blocked,3,4
1888,2979,2025-04-19,Refund Delay,5,1
1889,2979,2025-10-10,Refund Delay,3,5
1890,8244,2025-10-28,Payment Failed,2,4
1891,378,2025-05-09,KYC Issue,4,5
1892,14726,2025-07-20,Refund Delay,2,3
1893,6772,2025-05-31,Payment Failed,5,4
1894,6772,2025-08-13,KYC Issue,4,3
1895,6444,2025-10-22,Payment Failed,1,5
1896,2790,2025-04-29,Account Blocked,4,3
1897,2790,2025-05-16,Account Blocked,1,4
1898,5630,2025-06-30,Payment Failed,3,1
1899,3337,2025-09-26,Refund Delay,2,3
1900,12386,2025-08-12,KYC Issue,4,5
1901,12386,2025-04-22,KYC Issue,7,3
1902,17195,2025-10-08,Refund Delay,1,3
1903,4599,2025-04-05,Account Blocked,3,1
1904,17455,2025-08-22,KYC Issue,4,2
1905,8670,2025-08-31,Payment Failed,2,2
1906,235,2025-10-06,Refund Delay,5,4
1907,235,2025-09-20,KYC Issue,7,1
1908,4887,2025-04-29,Payment Failed,2,4
1909,17349,2025-05-20,Payment Failed,1,4
1910,945,2025-07-22,KYC Issue,6,3
1911,13715,2025-04-24,Refund Delay,5,2
1912,13715,2025-07-31,Payment Failed,6,5
1913,654,2025-07-09,KYC Issue,5,4
1914,654,2025-07-29,Account Blocked,1,4
1915,5100,2025-04-23,Account Blocked,5,4
1916,12544,2025-07-01,Payment Failed,3,5
1917,12627,2025-05-28,KYC Issue,1,2
1918,6520,2025-08-17,Payment Failed,5,4
1919,16312,2025-07-14,KYC Issue,1,1
1920,7648,2025-06-04,KYC Issue,2,1
1921,7648,2025-10-15,Payment Failed,7,2
1922,5853,2025-04-22,Refund Delay,2,1
1923,5853,2025-07-07,Payment Failed,6,1
1924,7644,2025-04-11,Payment Failed,6,5
1925,3612,2025-08-08,Refund Delay,4,5
1926,3612,2025-07-05,Account Blocked,6,5
1927,16304,2025-08-08,Payment Failed,3,5
1928,16304,2025-05-17,KYC Issue,6,1
1929,13387,2025-06-21,KYC Issue,7,3
1930,13387,2025-06-13,Refund Delay,6,1
1931,15947,2025-07-03,Payment Failed,1,5
1932,15947,2025-04-18,Payment Failed,6,1
1933,6029,2025-04-24,Account Blocked,2,2
1934,11703,2025-05-24,Account Blocked,3,1
1935,3502,2025-10-31,KYC Issue,5,5
1936,3502,2025-07-28,Payment Failed,4,5
1937,14001,2025-04-10,KYC Issue,6,4
1938,14001,2025-07-23,Refund Delay,7,3
1939,3987,2025-09-18,Payment Failed,6,4
1940,514,2025-10-16,Payment Failed,5,4
1941,146,2025-05-16,Account Blocked,7,3
1942,16213,2025-08-11,KYC Issue,4,5
1943,13485,2025-08-05,KYC Issue,2,5
1944,18374,2025-10-14,Refund Delay,2,1
1945,10669,2025-09-19,Refund Delay,3,5
1946,10669,2025-09-08,Account Blocked,1,5
1947,13883,2025-05-03,Account Blocked,3,3
1948,19243,2025-04-22,KYC Issue,2,4
1949,857,2025-04-15,Account Blocked,5,5
1950,857,2025-08-10,KYC Issue,3,1
1951,381,2025-05-15,Refund Delay,3,2
1952,349,2025-04-08,Refund Delay,7,5
1953,17427,2025-08-18,KYC Issue,6,1
1954,11086,2025-10-19,Refund Delay,4,5
1955,11086,2025-04-09,Refund Delay,7,3
1956,5949,2025-05-16,Refund Delay,2,3
1957,5949,2025-09-15,Account Blocked,5,1
1958,4901,2025-10-26,KYC Issue,2,4
1959,4901,2025-06-28,Payment Failed,3,5
1960,7660,2025-04-03,Payment Failed,2,3
1961,9332,2025-10-08,KYC Issue,1,4
1962,9332,2025-06-19,Refund Delay,1,4
1963,496,2025-09-01,KYC Issue,2,3
1964,496,2025-09-02,Account Blocked,4,3
1965,2332,2025-09-16,Payment Failed,3,3
1966,2332,2025-05-16,Payment Failed,5,1
1967,15930,2025-07-08,Payment Failed,3,1
1968,15930,2025-04-12,Account Blocked,6,3
1969,12933,2025-04-27,KYC Issue,1,4
1970,5102,2025-04-23,Payment Failed,3,2
1971,5102,2025-09-21,Refund Delay,6,2
1972,6839,2025-07-27,Refund Delay,3,3
1973,8162,2025-05-07,Refund Delay,7,4
1974,8162,2025-06-09,Payment Failed,3,4
1975,1858,2025-04-19,Payment Failed,1,4
1976,4865,2025-08-06,Refund Delay,7,5
1977,4865,2025-04-16,Refund Delay,6,4
1978,10808,2025-04-17,Account Blocked,1,2
1979,13600,2025-04-14,Account Blocked,3,5
1980,13600,2025-04-01,Payment Failed,4,3
1981,3044,2025-09-20,KYC Issue,6,3
1982,7925,2025-07-01,KYC Issue,1,3
1983,7925,2025-08-24,Refund Delay,5,4
1984,13710,2025-08-19,KYC Issue,1,4
1985,11785,2025-10-27,Account Blocked,3,4
1986,8559,2025-04-27,Account Blocked,3,5
1987,7877,2025-06-27,KYC Issue,6,3
1988,7877,2025-07-31,Account Blocked,3,4
1989,668,2025-05-25,Account Blocked,3,3
1990,668,2025-04-25,KYC Issue,3,1
1991,14303,2025-10-28,Refund Delay,7,4
1992,2912,2025-07-06,Refund Delay,6,2
1993,2912,2025-10-13,Refund Delay,3,1
1994,13273,2025-07-26,KYC Issue,5,1
1995,13273,2025-10-29,KYC Issue,7,2
1996,2927,2025-04-18,Refund Delay,6,4
1997,11136,2025-09-28,KYC Issue,3,4
1998,11670,2025-06-07,Payment Failed,7,4
1999,16109,2025-05-11,Account Blocked,1,2
2000,16109,2025-08-07,Refund Delay,2,3
2001,1575,2025-08-19,KYC Issue,3,2
2002,8460,2025-04-06,Payment Failed,4,4
2003,676,2025-06-01,Refund Delay,6,2
2004,676,2025-09-22,Payment Failed,3,1
2005,14817,2025-04-22,Account Blocked,4,3
2006,14817,2025-06-03,Account Blocked,7,4
2007,4656,2025-05-18,Payment Failed,4,1
2008,10748,2025-09-14,Refund Delay,4,1
2009,17738,2025-07-25,Account Blocked,2,4
2010,17738,2025-05-16,Refund Delay,2,1
2011,10270,2025-08-06,Refund Delay,6,3
2012,8965,2025-05-02,Payment Failed,2,3
2013,7680,2025-09-03,Refund Delay,2,5
2014,14599,2025-10-25,Account Blocked,7,3
2015,14599,2025-08-10,Account Blocked,7,5
2016,8617,2025-06-02,Refund Delay,7,5
2017,8617,2025-10-14,KYC Issue,7,1
2018,14054,2025-10-21,Refund Delay,6,3
2019,1898,2025-08-23,Account Blocked,5,3
2020,1898,2025-09-22,KYC Issue,7,3
2021,8763,2025-04-25,Refund Delay,2,3
2022,8763,2025-09-25,KYC Issue,5,5
2023,9899,2025-07-14,Refund Delay,4,2
2024,15847,2025-09-13,KYC Issue,6,1
2025,3968,2025-07-18,Refund Delay,4,4
2026,4358,2025-07-28,KYC Issue,4,1
2027,4358,2025-07-24,KYC Issue,7,2
2028,14919,2025-04-13,Account Blocked,5,2
2029,16531,2025-06-23,Account Blocked,1,3
2030,6921,2025-05-16,Refund Delay,7,3
2031,14435,2025-06-25,Payment Failed,6,5
2032,14435,2025-08-13,Payment Failed,3,5
2033,8898,2025-07-25,Refund Delay,2,3
2034,7057,2025-07-02,KYC Issue,1,5
2035,2084,2025-06-25,Refund Delay,5,5
2036,2084,2025-05-06,Account Blocked,1,5
2037,7157,2025-07-16,Payment Failed,3,5
2038,7157,2025-10-15,Refund Delay,4,1
2039,19355,2025-05-09,Refund Delay,4,4
2040,19355,2025-10-23,Payment Failed,7,5
2041,3831,2025-04-05,KYC Issue,7,2
2042,3831,2025-05-21,Account Blocked,2,3
2043,2632,2025-09-02,Refund Delay,7,4
2044,17564,2025-08-29,Payment Failed,5,2
2045,4331,2025-06-25,KYC Issue,2,3
2046,4331,2025-10-18,Account Blocked,3,2
2047,13790,2025-08-13,KYC Issue,4,3
2048,13790,2025-10-23,KYC Issue,2,3
2049,3593,2025-08-24,Refund Delay,6,1
2050,3593,2025-06-06,Account Blocked,2,3
2051,6938,2025-05-05,Refund Delay,2,4
2052,6938,2025-10-19,Refund Delay,1,5
2053,11277,2025-05-06,Payment Failed,4,3
2054,9940,2025-04-06,Refund Delay,7,2
2055,18322,2025-08-02,Account Blocked,6,1
2056,12271,2025-10-11,Account Blocked,4,1
2057,3832,2025-04-22,Account Blocked,7,3
2058,12300,2025-05-22,Refund Delay,5,2
2059,12300,2025-09-20,KYC Issue,6,3
2060,16177,2025-08-02,KYC Issue,7,1
2061,8421,2025-10-05,Account Blocked,5,2
2062,974,2025-10-24,Refund Delay,3,3
2063,6011,2025-04-09,Account Blocked,2,1
2064,6011,2025-08-26,Payment Failed,5,3
2065,1204,2025-05-08,Refund Delay,6,5
2066,1204,2025-04-26,Account Blocked,6,3
2067,8458,2025-07-14,Payment Failed,6,4
2068,8458,2025-08-19,Payment Failed,7,4
2069,3828,2025-06-08,Payment Failed,1,2
2070,3828,2025-07-27,Payment Failed,7,3
2071,15092,2025-07-25,Account Blocked,5,5
2072,15092,2025-07-07,Refund Delay,6,4
2073,13846,2025-04-11,KYC Issue,3,1
2074,9887,2025-06-12,Payment Failed,4,4
2075,9887,2025-05-05,KYC Issue,4,1
2076,19291,2025-09-21,Refund Delay,6,4
2077,7897,2025-04-04,Refund Delay,1,3
2078,7113,2025-09-25,Payment Failed,2,4
2079,6143,2025-05-26,Payment Failed,1,1
2080,6143,2025-05-05,KYC Issue,3,4
2081,3110,2025-10-31,Refund Delay,1,4
2082,3110,2025-07-25,KYC Issue,1,2
2083,4258,2025-08-04,Refund Delay,7,4
2084,18581,2025-10-31,Refund Delay,1,4
2085,18581,2025-09-25,Account Blocked,5,1
2086,4146,2025-04-27,Refund Delay,7,5
2087,4146,2025-10-08,KYC Issue,7,1
2088,422,2025-07-23,Refund Delay,5,5
2089,422,2025-06-01,Refund Delay,7,5
2090,7580,2025-10-09,KYC Issue,5,3
2091,12659,2025-10-26,KYC Issue,5,3
2092,7204,2025-10-14,Payment Failed,1,3
2093,7204,2025-04-01,KYC Issue,4,3
2094,15431,2025-04-24,Account Blocked,1,3
2095,15431,2025-10-24,Payment Failed,2,5
2096,8118,2025-09-06,Payment Failed,2,5
2097,16991,2025-08-26,Refund Delay,4,3
2098,13602,2025-09-16,KYC Issue,6,1
2099,19469,2025-09-28,Refund Delay,7,2
2100,11861,2025-10-30,Account Blocked,2,2
2101,11861,2025-10-20,Payment Failed,7,2
2102,2443,2025-09-01,Account Blocked,3,3
2103,2443,2025-07-12,Payment Failed,4,4
2104,16732,2025-08-05,Account Blocked,2,5
2105,10688,2025-04-09,Payment Failed,2,3
2106,10688,2025-07-10,KYC Issue,1,5
2107,374,2025-08-29,Payment Failed,6,4
2108,5552,2025-09-28,Account Blocked,7,3
2109,12040,2025-05-03,Account Blocked,3,4
2110,734,2025-06-22,Payment Failed,6,4
2111,734,2025-05-22,KYC Issue,4,3
2112,16202,2025-07-28,Refund Delay,3,3
2113,11961,2025-10-14,KYC Issue,6,5
2114,16708,2025-08-17,Account Blocked,3,1
2115,16708,2025-05-29,Payment Failed,7,4
2116,4015,2025-06-07,Account Blocked,7,3
2117,6917,2025-09-08,Account Blocked,4,3
2118,12804,2025-09-09,Refund Delay,4,4
2119,12804,2025-07-09,Payment Failed,2,1
2120,5065,2025-05-25,Account Blocked,3,3
2121,5065,2025-07-02,Payment Failed,6,3
2122,6954,2025-08-27,Account Blocked,4,5
2123,6954,2025-05-05,KYC Issue,4,1
2124,13235,2025-05-29,Refund Delay,7,1
2125,13235,2025-06-10,Payment Failed,1,2
2126,12837,2025-05-31,Account Blocked,2,4
2127,10978,2025-10-01,Refund Delay,7,2
2128,10978,2025-05-19,Payment Failed,4,5
2129,2551,2025-07-28,Account Blocked,1,5
2130,9201,2025-04-29,KYC Issue,6,1
2131,13120,2025-05-20,Refund Delay,2,3
2132,13120,2025-05-20,Account Blocked,7,2
2133,8979,2025-06-06,Account Blocked,7,1
2134,8979,2025-07-18,Refund Delay,6,4
2135,10212,2025-05-05,KYC Issue,7,1
2136,6535,2025-06-10,KYC Issue,7,4
2137,6535,2025-07-17,Refund Delay,3,5
2138,8961,2025-04-10,Refund Delay,7,3
2139,8961,2025-09-07,Payment Failed,3,5
2140,10272,2025-08-12,KYC Issue,2,1
2141,18672,2025-04-29,Payment Failed,1,5
2142,11360,2025-05-27,Refund Delay,4,5
2143,11360,2025-09-12,Account Blocked,5,3
2144,19215,2025-07-09,Account Blocked,1,1
2145,13134,2025-05-08,KYC Issue,1,4
2146,3561,2025-06-28,Refund Delay,4,2
2147,13052,2025-09-11,Account Blocked,3,3
2148,13052,2025-08-18,Refund Delay,1,1
2149,6925,2025-10-25,KYC Issue,2,3
2150,10764,2025-04-23,Refund Delay,3,5
2151,18716,2025-05-06,KYC Issue,4,4
2152,19,2025-05-06,Refund Delay,1,5
2153,4234,2025-07-10,Refund Delay,5,5
2154,4234,2025-07-12,Payment Failed,3,1
2155,15458,2025-10-29,KYC Issue,3,1
2156,4246,2025-06-02,Account Blocked,1,1
2157,10618,2025-09-17,Account Blocked,7,3
2158,8350,2025-04-26,Payment Failed,2,3
2159,8350,2025-06-15,KYC Issue,7,3
2160,5239,2025-06-23,Payment Failed,3,1
2161,5239,2025-05-26,Refund Delay,6,2
2162,7786,2025-09-07,Refund Delay,3,4
2163,264,2025-04-16,KYC Issue,7,5
2164,7228,2025-08-03,Payment Failed,2,1
2165,17682,2025-07-03,KYC Issue,2,3
2166,17682,2025-07-05,Account Blocked,6,5
2167,1910,2025-10-22,Refund Delay,4,3
2168,8427,2025-05-16,Account Blocked,7,3
2169,8427,2025-05-27,Account Blocked,5,2
2170,6134,2025-08-25,Refund Delay,1,1
2171,6134,2025-05-12,KYC Issue,3,2
2172,9890,2025-04-09,Refund Delay,7,3
2173,9890,2025-04-22,Refund Delay,4,4
2174,12231,2025-08-02,Payment Failed,4,1
2175,12231,2025-06-26,Refund Delay,1,4
2176,16461,2025-04-09,Account Blocked,5,3
2177,15818,2025-09-16,Payment Failed,1,3
2178,15945,2025-06-21,Payment Failed,3,3
2179,8967,2025-10-22,Refund Delay,1,4
2180,8967,2025-08-16,Payment Failed,7,3
2181,8438,2025-07-11,KYC Issue,7,3
2182,8438,2025-09-25,KYC Issue,4,1
2183,16509,2025-05-03,Account Blocked,5,5
2184,1306,2025-08-03,Refund Delay,4,2
2185,1306,2025-09-02,Refund Delay,7,1
2186,19490,2025-08-20,Account Blocked,5,5
2187,19490,2025-07-25,Payment Failed,1,3
2188,10426,2025-07-02,Account Blocked,1,5
2189,10426,2025-04-08,Refund Delay,2,1
2190,15416,2025-06-20,Account Blocked,3,1
2191,15416,2025-10-07,Refund Delay,1,4
2192,15629,2025-06-10,KYC Issue,7,3
2193,15629,2025-07-08,KYC Issue,3,5
2194,17435,2025-08-16,Account Blocked,3,5
2195,17435,2025-09-01,Refund Delay,2,4
2196,11970,2025-10-12,Payment Failed,6,4
2197,15341,2025-07-14,Payment Failed,1,3
2198,10377,2025-04-22,Payment Failed,7,5
2199,16158,2025-09-04,Payment Failed,1,1
2200,16158,2025-04-26,Payment Failed,7,3
2201,13101,2025-07-19,Payment Failed,5,4
2202,13101,2025-09-08,KYC Issue,5,3
2203,8554,2025-10-24,Payment Failed,1,5
2204,8554,2025-10-10,KYC Issue,2,3
2205,8031,2025-07-21,Payment Failed,3,4
2206,12509,2025-04-23,Account Blocked,5,1
2207,12509,2025-09-13,Account Blocked,7,2
2208,19987,2025-09-16,Payment Failed,7,1
2209,1058,2025-07-10,KYC Issue,5,5
2210,10850,2025-04-27,Payment Failed,5,1
2211,6445,2025-09-06,Refund Delay,4,5
2212,6445,2025-07-04,Account Blocked,7,1
2213,1503,2025-09-27,Account Blocked,1,5
2214,1503,2025-04-02,Account Blocked,1,5
2215,15785,2025-06-01,Refund Delay,6,1
2216,15785,2025-09-22,KYC Issue,2,1
2217,16500,2025-04-08,KYC Issue,3,1
2218,16500,2025-07-02,Refund Delay,7,5
2219,12937,2025-09-29,Payment Failed,4,5
2220,12937,2025-07-26,Refund Delay,7,3
2221,7690,2025-04-11,KYC Issue,2,5
2222,1817,2025-10-11,Payment Failed,5,4
2223,18814,2025-09-10,Account Blocked,4,4
2224,14746,2025-05-13,Refund Delay,7,1
2225,14746,2025-07-12,Refund Delay,1,2
2226,16981,2025-05-05,Payment Failed,2,5
2227,16981,2025-06-14,Refund Delay,5,5
2228,8367,2025-04-22,Payment Failed,4,4
2229,3982,2025-06-14,KYC Issue,4,3
2230,4923,2025-09-18,Payment Failed,4,4
2231,4923,2025-04-22,Refund Delay,5,4
2232,7593,2025-07-11,KYC Issue,5,5
2233,8096,2025-08-20,Payment Failed,2,2
2234,15320,2025-10-09,Refund Delay,4,2
2235,15320,2025-09-15,KYC Issue,7,3
2236,6840,2025-08-11,Payment Failed,3,3
2237,6840,2025-09-28,Account Blocked,3,3
2238,14997,2025-09-01,Refund Delay,3,2
2239,14997,2025-04-02,Payment Failed,3,4
2240,13110,2025-07-14,Payment Failed,3,1
2241,17868,2025-09-03,Account Blocked,6,2
2242,17868,2025-07-04,Refund Delay,3,1
2243,3698,2025-06-29,KYC Issue,2,4
2244,3698,2025-07-22,Payment Failed,1,3
2245,1967,2025-06-06,Refund Delay,5,1
2246,7942,2025-05-16,Refund Delay,3,2
2247,18735,2025-07-13,KYC Issue,2,5
2248,3128,2025-08-01,Payment Failed,7,5
2249,3128,2025-07-27,KYC Issue,1,1
2250,11339,2025-04-02,Payment Failed,1,5
2251,11339,2025-04-25,Account Blocked,2,3
2252,12174,2025-08-18,Refund Delay,5,4
2253,12174,2025-05-10,Payment Failed,2,2
2254,7597,2025-06-01,Payment Failed,3,4
2255,7597,2025-04-18,Refund Delay,3,5
2256,2029,2025-08-04,Payment Failed,4,3
2257,10327,2025-07-13,KYC Issue,7,1
2258,8337,2025-10-31,KYC Issue,6,1
2259,8337,2025-10-21,Refund Delay,2,5
2260,4175,2025-07-20,Payment Failed,7,4
2261,4175,2025-05-20,Refund Delay,6,4
2262,18438,2025-08-24,Account Blocked,3,1
2263,13529,2025-08-18,Account Blocked,1,3
2264,19509,2025-06-08,Payment Failed,3,1
2265,19509,2025-08-27,Account Blocked,3,2
2266,13003,2025-08-24,Refund Delay,2,5
2267,13003,2025-08-30,Payment Failed,7,3
2268,15949,2025-06-21,Refund Delay,6,5
2269,3963,2025-09-29,Refund Delay,4,4
2270,3963,2025-06-23,Refund Delay,1,4
2271,18778,2025-05-18,Account Blocked,5,5
2272,2368,2025-07-15,Refund Delay,1,1
2273,16514,2025-04-30,KYC Issue,3,5
2274,13445,2025-10-13,KYC Issue,5,1
2275,14165,2025-10-11,Account Blocked,1,4
2276,14688,2025-08-18,Account Blocked,4,4
2277,14688,2025-07-04,Refund Delay,3,4
2278,4691,2025-08-24,Payment Failed,3,5
2279,4691,2025-08-26,KYC Issue,4,5
2280,16951,2025-10-27,Refund Delay,3,2
2281,16951,2025-06-17,Account Blocked,4,5
2282,14196,2025-04-27,KYC Issue,1,3
2283,14196,2025-09-20,Payment Failed,2,5
2284,25,2025-05-05,Account Blocked,5,4
2285,11471,2025-05-21,Refund Delay,2,1
2286,6293,2025-04-20,KYC Issue,1,4
2287,914,2025-08-19,Account Blocked,5,4
2288,1960,2025-09-15,KYC Issue,7,3
2289,19688,2025-09-22,Payment Failed,3,5
2290,19688,2025-07-19,Refund Delay,3,4
2291,6042,2025-10-31,KYC Issue,3,1
2292,6042,2025-09-30,Refund Delay,5,3
2293,13547,2025-07-15,Account Blocked,6,3
2294,13547,2025-06-13,Account Blocked,2,4
2295,2216,2025-10-06,Payment Failed,5,5
2296,5224,2025-08-06,Account Blocked,2,5
2297,1065,2025-08-26,Payment Failed,6,2
2298,1065,2025-04-09,Payment Failed,6,5
2299,12232,2025-07-05,Account Blocked,2,4
2300,12232,2025-10-31,Refund Delay,1,2
2301,5220,2025-04-10,KYC Issue,1,4
2302,14511,2025-04-21,Account Blocked,5,4
2303,8267,2025-04-17,Payment Failed,7,3
2304,8267,2025-07-21,Payment Failed,1,2
2305,3399,2025-10-28,KYC Issue,2,4
2306,3399,2025-10-12,KYC Issue,3,4
2307,16185,2025-10-14,Payment Failed,4,4
